Level,SubGrp,RptType,line_num,Ccode,Dcode,Scode,cds_code,Gr05_Stu,Gr5PctIn,Gr5PctNotIn,Gr07_Stu,Gr7PctIn,Gr7PctNotIn,Gr09_Stu,Gr9PctIn,Gr9PctNotIn
4,0,1,1,00,00000,0000000,00000000000000,447742, 56.1, 43.9,399724, 58.4, 41.6,342308, 49.8, 50.2
4,0,1,2,00,00000,0000000,00000000000000,447742, 66.2, 33.8,399724, 67.3, 32.7,342308, 69.1, 30.9
4,0,1,3,00,00000,0000000,00000000000000,447742, 79.1, 20.9,399724, 81.7, 18.3,342308, 81.0, 19.0
4,0,1,4,00,00000,0000000,00000000000000,447742, 85.1, 14.9,399724, 87.1, 12.9,342308, 83.3, 16.7
4,0,1,5,00,00000,0000000,00000000000000,447742, 62.9, 37.1,399724, 63.0, 37.0,342308, 64.2, 35.8
4,0,1,6,00,00000,0000000,00000000000000,447742, 63.8, 36.2,399724, 69.0, 31.0,342308, 69.0, 31.0
4,0,2,1,00,00000,0000000,00000000000000,95929, 21.4, 21.4,100837, 25.2, 25.2,78790, 23.0, 23.0
4,0,2,2,00,00000,0000000,00000000000000,116024, 25.9, 47.3,106102, 26.5, 51.8,90281, 26.4, 49.4
4,0,2,3,00,00000,0000000,00000000000000,98822, 22.1, 69.4,81617, 20.4, 72.2,72960, 21.3, 70.7
4,0,2,4,00,00000,0000000,00000000000000,68214, 15.2, 84.6,55581, 13.9, 86.1,48075, 14.0, 84.7
4,0,2,5,00,00000,0000000,00000000000000,38607,  8.6, 93.3,31044,  7.8, 93.9,26151,  7.6, 92.4
4,0,2,6,00,00000,0000000,00000000000000,17152,  3.8, 97.1,13688,  3.4, 97.3,12668,  3.7, 96.1
4,0,2,7,00,00000,0000000,00000000000000,12994,  2.9,100.0,10855,  2.7,100.0,13383,  3.9,100.0
4,0,2,8,00,00000,0000000,00000000000000,447742,100.0, ,399724,100.0, ,342308,100.0, 
4,1,3,1,00,00000,0000000,00000000000000,218386, 48.8,  0.0,195978, 49.0,  0.0,166023, 48.5,  0.0
4,1,3,2,00,00000,0000000,00000000000000,227972, 50.9,  0.0,202648, 50.7,  0.0,174995, 51.1,  0.0
4,1,3,3,00,00000,0000000,00000000000000,1384,  0.3,  0.0,1098,  0.3,  0.0,1290,  0.4,  0.0
4,2,1,1,00,00000,0000000,00000000000000,218386, 56.1, 43.9,195978, 59.2, 40.8,166023, 44.2, 55.8
4,2,1,2,00,00000,0000000,00000000000000,218386, 74.3, 25.7,195978, 72.7, 27.3,166023, 70.8, 29.2
4,2,1,3,00,00000,0000000,00000000000000,218386, 78.4, 21.6,195978, 81.4, 18.6,166023, 80.9, 19.1
4,2,1,4,00,00000,0000000,00000000000000,218386, 85.5, 14.5,195978, 88.0, 12.0,166023, 84.4, 15.6
4,2,1,5,00,00000,0000000,00000000000000,218386, 58.7, 41.3,195978, 60.0, 40.0,166023, 62.0, 38.0
4,2,1,6,00,00000,0000000,00000000000000,218386, 65.8, 34.2,195978, 72.1, 27.9,166023, 69.4, 30.6
4,2,2,1,00,00000,0000000,00000000000000,47978, 22.0, 22.0,51037, 26.0, 26.0,34250, 20.6, 20.6
4,2,2,2,00,00000,0000000,00000000000000,57888, 26.5, 48.5,53482, 27.3, 53.3,43847, 26.4, 47.0
4,2,2,3,00,00000,0000000,00000000000000,49171, 22.5, 71.0,40609, 20.7, 74.1,37822, 22.8, 69.8
4,2,2,4,00,00000,0000000,00000000000000,32598, 14.9, 85.9,26519, 13.5, 87.6,25000, 15.1, 84.9
4,2,2,5,00,00000,0000000,00000000000000,17706,  8.1, 94.0,13820,  7.1, 94.6,13176,  7.9, 92.8
4,2,2,6,00,00000,0000000,00000000000000,7617,  3.5, 97.5,6031,  3.1, 97.7,6137,  3.7, 96.5
4,2,2,7,00,00000,0000000,00000000000000,5428,  2.5,100.0,4480,  2.3,100.0,5791,  3.5,100.0
4,2,2,8,00,00000,0000000,00000000000000,218386,100.0, ,195978,100.0, ,166023,100.0, 
4,3,1,1,00,00000,0000000,00000000000000,227972, 56.3, 43.7,202648, 57.7, 42.3,174995, 55.3, 44.7
4,3,1,2,00,00000,0000000,00000000000000,227972, 58.7, 41.3,202648, 62.3, 37.7,174995, 67.8, 32.2
4,3,1,3,00,00000,0000000,00000000000000,227972, 80.1, 19.9,202648, 82.4, 17.6,174995, 81.4, 18.6
4,3,1,4,00,00000,0000000,00000000000000,227972, 85.0, 15.0,202648, 86.5, 13.5,174995, 82.5, 17.5
4,3,1,5,00,00000,0000000,00000000000000,227972, 67.2, 32.8,202648, 66.1, 33.9,174995, 66.8, 33.2
4,3,1,6,00,00000,0000000,00000000000000,227972, 62.0, 38.0,202648, 66.2, 33.8,174995, 68.9, 31.1
4,3,2,1,00,00000,0000000,00000000000000,47898, 21.0, 21.0,49731, 24.5, 24.5,44458, 25.4, 25.4
4,3,2,2,00,00000,0000000,00000000000000,58029, 25.5, 46.5,52515, 25.9, 50.5,46306, 26.5, 51.9
4,3,2,3,00,00000,0000000,00000000000000,49534, 21.7, 68.2,40900, 20.2, 70.6,35005, 20.0, 71.9
4,3,2,4,00,00000,0000000,00000000000000,35522, 15.6, 83.8,28970, 14.3, 84.9,22999, 13.1, 85.0
4,3,2,5,00,00000,0000000,00000000000000,20826,  9.1, 92.9,17144,  8.5, 93.4,12941,  7.4, 92.4
4,3,2,6,00,00000,0000000,00000000000000,9485,  4.2, 97.1,7635,  3.8, 97.2,6514,  3.7, 96.1
4,3,2,7,00,00000,0000000,00000000000000,6678,  2.9,100.0,5753,  2.8,100.0,6772,  3.9,100.0
4,3,2,8,00,00000,0000000,00000000000000,227972,100.0, ,202648,100.0, ,174995,100.0, 
4,4,3,1,00,00000,0000000,00000000000000,41182,  9.2,  0.0,35541,  8.9,  0.0,26224,  7.7,  0.0
4,4,3,2,00,00000,0000000,00000000000000,6646,  1.5,  0.0,6083,  1.5,  0.0,4798,  1.4,  0.0
4,4,3,3,00,00000,0000000,00000000000000,31684,  7.1,  0.0,31764,  7.9,  0.0,27996,  8.2,  0.0
4,4,3,4,00,00000,0000000,00000000000000,12274,  2.7,  0.0,11525,  2.9,  0.0,9718,  2.8,  0.0
4,4,3,5,00,00000,0000000,00000000000000,182421, 40.7,  0.0,154573, 38.7,  0.0,128571, 37.6,  0.0
4,4,3,6,00,00000,0000000,00000000000000,4921,  1.1,  0.0,4875,  1.2,  0.0,3985,  1.2,  0.0
4,4,3,7,00,00000,0000000,00000000000000,146210, 32.7,  0.0,134202, 33.6,  0.0,119127, 34.8,  0.0
4,4,3,8,00,00000,0000000,00000000000000,7122,  1.6,  0.0,6215,  1.6,  0.0,3920,  1.1,  0.0
4,4,3,9,00,00000,0000000,00000000000000,15282,  3.4,  0.0,14946,  3.7,  0.0,17969,  5.2,  0.0
4,5,1,1,00,00000,0000000,00000000000000,38909, 50.3, 49.7,33126, 49.2, 50.8,23610, 43.5, 56.5
4,5,1,2,00,00000,0000000,00000000000000,39120, 65.5, 34.5,33457, 64.6, 35.4,24015, 65.6, 34.4
4,5,1,3,00,00000,0000000,00000000000000,37946, 77.9, 22.1,32414, 77.1, 22.9,22966, 76.6, 23.4
4,5,1,4,00,00000,0000000,00000000000000,37955, 82.0, 18.0,32512, 84.3, 15.7,22916, 80.0, 20.0
4,5,1,5,00,00000,0000000,00000000000000,34883, 64.1, 35.9,29968, 61.8, 38.2,21774, 62.8, 37.2
4,5,1,6,00,00000,0000000,00000000000000,36952, 59.7, 40.3,32162, 62.9, 37.1,23239, 64.2, 35.8
4,5,2,1,00,00000,0000000,00000000000000,7157, 17.4, 17.4,6670, 18.8, 18.8,4662, 17.8, 17.8
4,5,2,2,00,00000,0000000,00000000000000,10489, 25.5, 42.8,8993, 25.3, 44.1,6569, 25.0, 42.8
4,5,2,3,00,00000,0000000,00000000000000,9730, 23.6, 66.5,7776, 21.9, 65.9,5843, 22.3, 65.1
4,5,2,4,00,00000,0000000,00000000000000,6815, 16.5, 83.0,5833, 16.4, 82.4,4188, 16.0, 81.1
4,5,2,5,00,00000,0000000,00000000000000,3978,  9.7, 92.7,3453,  9.7, 92.1,2450,  9.3, 90.4
4,5,2,6,00,00000,0000000,00000000000000,1810,  4.4, 97.1,1660,  4.7, 96.7,1329,  5.1, 95.5
4,5,2,7,00,00000,0000000,00000000000000,1203,  2.9,100.0,1156,  3.3,100.0,1183,  4.5,100.0
4,5,2,8,00,00000,0000000,00000000000000,41182,100.0, ,35541,100.0, ,26224,100.0, 
4,6,1,1,00,00000,0000000,00000000000000,6366, 56.2, 43.8,5828, 59.6, 40.4,4455, 50.9, 49.1
4,6,1,2,00,00000,0000000,00000000000000,6191, 66.4, 33.6,5808, 69.7, 30.3,4499, 70.9, 29.1
4,6,1,3,00,00000,0000000,00000000000000,6164, 79.1, 20.9,5720, 81.8, 18.2,4316, 82.6, 17.4
4,6,1,4,00,00000,0000000,00000000000000,6155, 85.4, 14.6,5719, 89.5, 10.5,4277, 84.2, 15.8
4,6,1,5,00,00000,0000000,00000000000000,5553, 62.9, 37.1,5235, 64.3, 35.7,4205, 68.3, 31.7
4,6,1,6,00,00000,0000000,00000000000000,6286, 67.5, 32.5,5718, 72.0, 28.0,4422, 70.1, 29.9
4,6,2,1,00,00000,0000000,00000000000000,1457, 21.9, 21.9,1696, 27.9, 27.9,1210, 25.2, 25.2
4,6,2,2,00,00000,0000000,00000000000000,1769, 26.6, 48.5,1680, 27.6, 55.5,1316, 27.4, 52.6
4,6,2,3,00,00000,0000000,00000000000000,1498, 22.5, 71.1,1164, 19.1, 74.6,995, 20.7, 73.4
4,6,2,4,00,00000,0000000,00000000000000,962, 14.5, 85.6,780, 12.8, 87.5,612, 12.8, 86.1
4,6,2,5,00,00000,0000000,00000000000000,498,  7.5, 93.0,398,  6.5, 94.0,333,  6.9, 93.1
4,6,2,6,00,00000,0000000,00000000000000,289,  4.3, 97.4,201,  3.3, 97.3,163,  3.4, 96.5
4,6,2,7,00,00000,0000000,00000000000000,173,  2.6,100.0,164,  2.7,100.0,169,  3.5,100.0
4,6,2,8,00,00000,0000000,00000000000000,6646,100.0, ,6083,100.0, ,4798,100.0, 
4,7,1,1,00,00000,0000000,00000000000000,30799, 59.1, 40.9,30758, 65.9, 34.1,26770, 56.6, 43.4
4,7,1,2,00,00000,0000000,00000000000000,30196, 74.3, 25.7,30354, 77.4, 22.6,26844, 80.1, 19.9
4,7,1,3,00,00000,0000000,00000000000000,30514, 83.7, 16.3,30629, 86.7, 13.3,26482, 86.9, 13.1
4,7,1,4,00,00000,0000000,00000000000000,30511, 88.3, 11.7,30379, 89.0, 11.0,26197, 85.9, 14.1
4,7,1,5,00,00000,0000000,00000000000000,27974, 68.8, 31.2,28276, 70.7, 29.3,25341, 72.4, 27.6
4,7,1,6,00,00000,0000000,00000000000000,30065, 72.8, 27.2,30205, 78.9, 21.1,26661, 78.1, 21.9
4,7,2,1,00,00000,0000000,00000000000000,8537, 26.9, 26.9,10871, 34.2, 34.2,8446, 30.2, 30.2
4,7,2,2,00,00000,0000000,00000000000000,9286, 29.3, 56.3,9536, 30.0, 64.2,8585, 30.7, 60.8
4,7,2,3,00,00000,0000000,00000000000000,6921, 21.8, 78.1,5809, 18.3, 82.5,5846, 20.9, 81.7
4,7,2,4,00,00000,0000000,00000000000000,3994, 12.6, 90.7,3123,  9.8, 92.4,2963, 10.6, 92.3
4,7,2,5,00,00000,0000000,00000000000000,1832,  5.8, 96.5,1394,  4.4, 96.8,1236,  4.4, 96.7
4,7,2,6,00,00000,0000000,00000000000000,645,  2.0, 98.5,557,  1.8, 98.5,436,  1.6, 98.3
4,7,2,7,00,00000,0000000,00000000000000,469,  1.5,100.0,474,  1.5,100.0,484,  1.7,100.0
4,7,2,8,00,00000,0000000,00000000000000,31684,100.0, ,31764,100.0, ,27996,100.0, 
4,8,1,1,00,00000,0000000,00000000000000,11876, 56.0, 44.0,11149, 60.9, 39.1,9222, 52.6, 47.4
4,8,1,2,00,00000,0000000,00000000000000,11269, 64.8, 35.2,10636, 68.7, 31.3,9198, 74.2, 25.8
4,8,1,3,00,00000,0000000,00000000000000,11698, 82.3, 17.7,10960, 84.6, 15.4,9001, 83.5, 16.5
4,8,1,4,00,00000,0000000,00000000000000,11716, 86.6, 13.4,10972, 89.6, 10.4,9009, 84.9, 15.1
4,8,1,5,00,00000,0000000,00000000000000,10787, 68.8, 31.2,10193, 69.9, 30.1,8660, 72.0, 28.0
